' '         = 00
MUS_RG_VS_TRAINER = FD 01
MUS_RG_VS_WILD = FE 01
MUS_RG_VS_CHAMPION = FF 01
MUS_RG_PALLET = 00 02
MUS_RG_OAK_LAB = 01 02
MUS_RG_OAK = 02 02
MUS_RG_POKE_CENTER = 03 02
MUS_RG_SS_ANNE = 04 02
MUS_RG_SURF = 05 02
MUS_RG_POKE_TOWER = 06 02
MUS_RG_SILPH = 07 02
MUS_RG_FUCHSIA = 08 02
MUS_RG_CELADON = 09 02
MUS_RG_VICTORY_TRAINER = 0A 02
MUS_RG_VICTORY_WILD = 0B 02
MUS_RG_VICTORY_GYM_LEADER = 0C 02
MUS_RG_VERMILLION = 0D 02
MUS_RG_PEWTER = 0E 02
MUS_RG_ENCOUNTER_RIVAL = 0F 02
MUS_RG_RIVAL_EXIT = 10 02
MUS_RG_DEX_RATING = 11 02
MUS_RG_OBTAIN_KEY_ITEM = 12 02
MUS_RG_CAUGHT_INTRO = 13 02
MUS_RG_PHOTO = 14 02
MUS_RG_GAME_FREAK = 15 02
MUS_RG_CAUGHT = 16 02
MUS_RG_NEW_GAME_INSTRUCT = 17 02
MUS_RG_NEW_GAME_INTRO = 18 02
MUS_RG_NEW_GAME_EXIT = 19 02
MUS_RG_POKE_JUMP = 1A 02
MUS_RG_UNION_ROOM = 1B 02
MUS_RG_NET_CENTER = 1C 02
MUS_RG_MYSTERY_GIFT = 1D 02
MUS_RG_BERRY_PICK = 1E 02
MUS_RG_SEVII_CAVE = 1F 02
MUS_RG_TEACHY_TV_SHOW = 20 02
MUS_RG_SEVII_ROUTE = 21 02
MUS_RG_SEVII_DUNGEON = 22 02
MUS_RG_SEVII_123 = 23 02
MUS_RG_SEVII_45 = 24 02
MUS_RG_SEVII_67 = 25 02
MUS_RG_POKE_FLUTE = 26 02
MUS_RG_VS_DEOXYS = 27 02
MUS_RG_VS_MEWTWO = 28 02
MUS_RG_VS_LEGEND = 29 02
MUS_RG_ENCOUNTER_GYM_LEADER = 2A 02
MUS_RG_ENCOUNTER_DEOXYS = 2B 02
MUS_RG_TRAINER_TOWER = 2C 02
MUS_RG_SLOW_PALLET = 2D 02
MUS_RG_TEACHY_TV_MENU = 2E 02
PH_TRAP_BLEND = 2F 02
PH_TRAP_HELD = 30 02
PH_TRAP_SOLO = 31 02
PH_FACE_BLEND = 32 02
PH_FACE_HELD = 33 02
PH_FACE_SOLO = 34 02
PH_CLOTH_BLEND = 35 02
PH_CLOTH_HELD = 36 02
PH_CLOTH_SOLO = 37 02
PH_DRESS_BLEND = 38 02
PH_DRESS_HELD = 39 02
PH_DRESS_SOLO = 3A 02
PH_FLEECE_BLEND = 3B 02
PH_FLEECE_HELD = 3C 02
PH_FLEECE_SOLO = 3D 02
PH_KIT_BLEND = 3E 02
PH_KIT_HELD = 3F 02
PH_KIT_SOLO = 40 02
PH_PRICE_BLEND = 41 02
PH_PRICE_HELD = 42 02
PH_PRICE_SOLO = 43 02
PH_LOT_BLEND = 44 02
PH_LOT_HELD = 45 02
PH_LOT_SOLO = 46 02
PH_GOAT_BLEND = 47 02
PH_GOAT_HELD = 48 02
PH_GOAT_SOLO = 49 02
PH_THOUGHT_BLEND = 4A 02
PH_THOUGHT_HELD = 4B 02
PH_THOUGHT_SOLO = 4C 02
PH_CHOICE_BLEND = 4D 02
PH_CHOICE_HELD = 4E 02
PH_CHOICE_SOLO = 4F 02
PH_MOUTH_BLEND = 50 02
PH_MOUTH_HELD = 51 02
PH_MOUTH_SOLO = 52 02
PH_FOOT_BLEND = 53 02
PH_FOOT_HELD = 54 02
PH_FOOT_SOLO = 55 02
PH_GOOSE_BLEND = 56 02
PH_GOOSE_HELD = 57 02
PH_GOOSE_SOLO = 58 02
PH_STRUT_BLEND = 59 02
PH_STRUT_HELD = 5A 02
PH_STRUT_SOLO = 5B 02
PH_CURE_BLEND = 5C 02
PH_CURE_HELD = 5D 02
PH_CURE_SOLO = 5E 02
PH_NURSE_BLEND = 5F 02
PH_NURSE_HELD = 60 02
PH_NURSE_SOLO = 61 02


MUS_HG_INTRO                     = 62 02
MUS_HG_TITLE                     = 63 02
MUS_HG_NEW_GAME                  = 64 02
MUS_HG_EVOLUTION                 = 65 02
MUS_HG_EVOLUTION_NO_INTRO        = 66 02
MUS_HG_CYCLING                   = 67 02
MUS_HG_SURF                      = 68 02
MUS_HG_E_DENDOURIRI              = 69 02
MUS_HG_CREDITS                   = 6A 02
MUS_HG_END                       = 6B 02
MUS_HG_NEW_BARK                  = 6C 02
MUS_HG_CHERRYGROVE               = 6D 02
MUS_HG_VIOLET                    = 6E 02
MUS_HG_AZALEA                    = 6F 02
MUS_HG_GOLDENROD                 = 70 02
MUS_HG_ECRUTEAK                  = 71 02
MUS_HG_CIANWOOD                  = 72 02
MUS_HG_ROUTE29                   = 73 02
MUS_HG_ROUTE30                   = 74 02
MUS_HG_ROUTE34                   = 75 02
MUS_HG_ROUTE38                   = 76 02
MUS_HG_ROUTE42                   = 77 02
MUS_HG_VERMILION                 = 78 02
MUS_HG_PEWTER                    = 79 02
MUS_HG_CERULEAN                  = 7A 02
MUS_HG_LAVENDER                  = 7B 02
MUS_HG_CELADON                   = 7C 02
MUS_HG_PALLET                    = 7D 02
MUS_HG_CINNABAR                  = 7E 02
MUS_HG_ROUTE1                    = 7F 02
MUS_HG_ROUTE3                    = 80 02
MUS_HG_ROUTE11                   = 81 02
MUS_HG_ROUTE24                   = 82 02
MUS_HG_ROUTE26                   = 83 02
MUS_HG_POKE_CENTER               = 84 02
MUS_HG_POKE_MART                 = 85 02
MUS_HG_GYM                       = 86 02
MUS_HG_ELM_LAB                   = 87 02
MUS_HG_OAK                       = 88 02
MUS_HG_DANCE_THEATER             = 89 02
MUS_HG_GAME_CORNER               = 8A 02
MUS_HG_B_TOWER                   = 8B 02
MUS_HG_B_TOWER_RECEPTION         = 8C 02
MUS_HG_SPROUT_TOWER              = 8D 02
MUS_HG_UNION_CAVE                = 8E 02
MUS_HG_RUINS_OF_ALPH             = 8F 02
MUS_HG_NATIONAL_PARK             = 90 02
MUS_HG_BURNED_TOWER              = 91 02
MUS_HG_BELL_TOWER                = 92 02
MUS_HG_LIGHTHOUSE                = 93 02
MUS_HG_TEAM_ROCKET_HQ            = 94 02
MUS_HG_ICE_PATH                  = 95 02
MUS_HG_DRAGONS_DEN               = 96 02
MUS_HG_ROCK_TUNNEL               = 97 02
MUS_HG_VIRIDIAN_FOREST           = 98 02
MUS_HG_VICTORY_ROAD              = 99 02
MUS_HG_POKEMON_LEAGUE            = 9A 02
MUS_HG_FOLLOW_ME_1               = 9B 02
MUS_HG_FOLLOW_ME_2               = 9C 02
MUS_HG_ENCOUNTER_RIVAL           = 9D 02
MUS_HG_RIVAL_EXIT                = 9E 02
MUS_HG_BUG_CONTEST_PREP          = 9F 02
MUS_HG_BUG_CATCHING_CONTEST      = A0 02
MUS_HG_RADIO_ROCKET              = A1 02
MUS_HG_ROCKET_TAKEOVER           = A2 02
MUS_HG_MAGNET_TRAIN              = A3 02
MUS_HG_SS_AQUA                   = A4 02
MUS_HG_MT_MOON_SQUARE            = A5 02
MUS_HG_RADIO_JINGLE              = A6 02
MUS_HG_RADIO_LULLABY             = A7 02
MUS_HG_RADIO_MARCH               = A8 02
MUS_HG_RADIO_UNOWN               = A9 02
MUS_HG_RADIO_POKE_FLUTE          = AA 02
MUS_HG_RADIO_OAK                 = AB 02
MUS_HG_RADIO_BUENA               = AC 02
MUS_HG_EUSINE                    = AD 02
MUS_HG_CLAIR                     = AE 02
MUS_HG_ENCOUNTER_GIRL_1          = AF 02
MUS_HG_ENCOUNTER_BOY_1           = B0 02
MUS_HG_ENCOUNTER_SUSPICIOUS_1    = B1 02
MUS_HG_ENCOUNTER_SAGE            = B2 02
MUS_HG_ENCOUNTER_KIMONO_GIRL     = B3 02
MUS_HG_ENCOUNTER_ROCKET          = B4 02
MUS_HG_ENCOUNTER_GIRL_2          = B5 02
MUS_HG_ENCOUNTER_BOY_2           = B6 02
MUS_HG_ENCOUNTER_SUSPICIOUS_2    = B7 02
MUS_HG_VS_WILD                   = B8 02
MUS_HG_VS_TRAINER                = B9 02
MUS_HG_VS_GYM_LEADER             = BA 02
MUS_HG_VS_RIVAL                  = BB 02
MUS_HG_VS_ROCKET                 = BC 02
MUS_HG_VS_SUICUNE                = BD 02
MUS_HG_VS_ENTEI                  = BE 02
MUS_HG_VS_RAIKOU                 = BF 02
MUS_HG_VS_CHAMPION               = C0 02
MUS_HG_VS_WILD_KANTO             = C1 02
MUS_HG_VS_TRAINER_KANTO          = C2 02
MUS_HG_VS_GYM_LEADER_KANTO       = C3 02
MUS_HG_VICTORY_TRAINER           = C4 02
MUS_HG_VICTORY_WILD              = C5 02
MUS_HG_CAUGHT                    = C6 02
MUS_HG_VICTORY_GYM_LEADER        = C7 02
MUS_HG_VS_HO_OH                  = C8 02
MUS_HG_VS_LUGIA                  = C9 02
MUS_HG_POKEATHLON_LOBBY          = CA 02
MUS_HG_POKEATHLON_START          = CB 02
MUS_HG_POKEATHLON_BEFORE         = CC 02
MUS_HG_POKEATHLON_EVENT          = CD 02
MUS_HG_POKEATHLON_FINALS         = CE 02
MUS_HG_POKEATHLON_RESULTS        = CF 02
MUS_HG_POKEATHLON_END            = D0 02
MUS_HG_POKEATHLON_WINNER         = D1 02
MUS_HG_B_FACTORY                 = D2 02
MUS_HG_B_HALL                    = D3 02
MUS_HG_B_ARCADE                  = D4 02
MUS_HG_B_CASTLE                  = D5 02
MUS_HG_VS_FRONTIER_BRAIN         = D6 02
MUS_HG_VICTORY_FRONTIER_BRAIN    = D7 02
MUS_HG_WFC                       = D8 02
MUS_HG_MYSTERY_GIFT              = D9 02
MUS_HG_WIFI_PLAZA                = DA 02
MUS_HG_WIFI_MINIGAMES            = DB 02
MUS_HG_WIFI_PARADE               = DC 02
MUS_HG_GLOBAL_TERMINAL           = DD 02
MUS_HG_SPIN_TRADE                = DE 02
MUS_HG_GTS                       = DF 02
MUS_HG_ROUTE47                   = E0 02
MUS_HG_SAFARI_ZONE_GATE          = E1 02
MUS_HG_SAFARI_ZONE               = E2 02
MUS_HG_ETHAN                     = E3 02
MUS_HG_LYRA                      = E4 02
MUS_HG_GAME_CORNER_WIN           = E5 02
MUS_HG_KIMONO_GIRL_DANCE         = E6 02
MUS_HG_KIMONO_GIRL               = E7 02
MUS_HG_HO_OH_APPEARS             = E8 02
MUS_HG_LUGIA_APPEARS             = E9 02
MUS_HG_SPIKY_EARED_PICHU         = EA 02
MUS_HG_SINJOU_RUINS              = EB 02
MUS_HG_RADIO_ROUTE101            = EC 02
MUS_HG_RADIO_ROUTE201            = ED 02
MUS_HG_RADIO_TRAINER             = EE 02
MUS_HG_RADIO_VARIETY             = EF 02
MUS_HG_VS_KYOGRE_GROUDON         = F0 02
MUS_HG_POKEWALKER                = F1 02
MUS_HG_VS_ARCEUS                 = F2 02
MUS_HG_HEAL                      = F3 02
MUS_HG_LEVEL_UP                  = F4 02
MUS_HG_OBTAIN_ITEM               = F5 02
MUS_HG_OBTAIN_KEY_ITEM           = F6 02
MUS_HG_EVOLVED                   = F7 02
MUS_HG_OBTAIN_BADGE              = F8 02
MUS_HG_OBTAIN_TMHM               = F9 02
MUS_HG_OBTAIN_ACCESSORY          = FA 02
MUS_HG_MOVE_DELETED              = FB 02
MUS_HG_OBTAIN_BERRY              = FC 02
MUS_HG_DEX_RATING_1              = FD 02
MUS_HG_DEX_RATING_2              = FE 02
MUS_HG_DEX_RATING_3              = FF 02
MUS_HG_DEX_RATING_4              = 00 03
MUS_HG_DEX_RATING_5              = 01 03
MUS_HG_DEX_RATING_6              = 02 03
MUS_HG_OBTAIN_EGG                = 03 03
MUS_HG_BUG_CONTEST_1ST_PLACE     = 04 03
MUS_HG_BUG_CONTEST_2ND_PLACE     = 05 03
MUS_HG_BUG_CONTEST_3RD_PLACE     = 06 03
MUS_HG_CARD_FLIP                 = 07 03
MUS_HG_CARD_FLIP_GAME_OVER       = 08 03
MUS_HG_POKEGEAR_REGISTERED       = 09 03
MUS_HG_LETS_GO_TOGETHER          = 0A 03
MUS_HG_POKEATHLON_READY          = 0B 03
MUS_HG_POKEATHLON_1ST_PLACE      = 0C 03
MUS_HG_RECEIVE_POKEMON           = 0D 03
MUS_HG_OBTAIN_ARCADE_POINTS      = 0E 03
MUS_HG_OBTAIN_CASTLE_POINTS      = 0F 03
MUS_HG_OBTAIN_B_POINTS           = 10 03
MUS_HG_WIN_MINIGAME              = 11 03

MUS_YYYI_AURORADAYS 				= 12 03
MUS_YYYI_HOSHITOHANA 				= 13 03
MUS_PC_ULTRACUREHAPPYTANJOU 		= 14 03
MUS_DCD_JTDORCHESTRA 				= 15 03
MUS_TH_SKYHIGH 						= 16 03
MUS_SH_PANDORA 						= 17 03
MUS_DGMN_KIZUNA 					= 18 03
MUS_PC_ULTRACUREHAPPYTANJOU_NOLOOP 	= 19 03
MUS_YYYI_SAZANKA 					= 1A 03
MUS_PKMN_SV_TERARAIDBATTLE 			= 1B 03
MUS_PC_DANZEN 						= 1C 03
MUS_PC_OPENMYHEART 					= 1D 03
MUS_GS_GS1ALLEGRO 					= 1E 03

MUS_DUMMY_799 = 1F 03
MUS_DUMMY_800 = 20 03
MUS_DUMMY_801 = 21 03
MUS_DUMMY_802 = 22 03
MUS_DUMMY_803 = 23 03
MUS_DUMMY_804 = 24 03
MUS_DUMMY_805 = 25 03
MUS_DUMMY_806 = 26 03
MUS_DUMMY_807 = 27 03
MUS_DUMMY_808 = 28 03
MUS_DUMMY_809 = 29 03
MUS_DUMMY_810 = 2A 03
MUS_DUMMY_811 = 2B 03
MUS_DUMMY_812 = 2C 03
MUS_DUMMY_813 = 2D 03
MUS_DUMMY_814 = 2E 03
MUS_DUMMY_815 = 2F 03
MUS_DUMMY_816 = 30 03
MUS_DUMMY_817 = 31 03
MUS_DUMMY_818 = 32 03
MUS_DUMMY_819 = 33 03
MUS_DUMMY_820 = 34 03
MUS_DUMMY_821 = 35 03
MUS_DUMMY_822 = 36 03
MUS_DUMMY_823 = 37 03
MUS_DUMMY_824 = 38 03
MUS_DUMMY_825 = 39 03
MUS_DUMMY_826 = 3A 03
MUS_DUMMY_827 = 3B 03
MUS_DUMMY_828 = 3C 03
MUS_DUMMY_829 = 3D 03
MUS_DUMMY_830 = 3E 03
MUS_DUMMY_831 = 3F 03
MUS_DUMMY_832 = 40 03
MUS_DUMMY_833 = 41 03
MUS_DUMMY_834 = 42 03
MUS_DUMMY_835 = 43 03
MUS_DUMMY_836 = 44 03
MUS_DUMMY_837 = 45 03
MUS_DUMMY_838 = 46 03
MUS_DUMMY_839 = 47 03
MUS_DUMMY_840 = 48 03
MUS_DUMMY_841 = 49 03
MUS_DUMMY_842 = 4A 03
MUS_DUMMY_843 = 4B 03
MUS_DUMMY_844 = 4C 03
MUS_DUMMY_845 = 4D 03
MUS_DUMMY_846 = 4E 03
MUS_DUMMY_847 = 4F 03
MUS_DUMMY_848 = 50 03
MUS_DUMMY_849 = 51 03
MUS_DUMMY_850 = 52 03
MUS_DUMMY_851 = 53 03
MUS_DUMMY_852 = 54 03
MUS_DUMMY_853 = 55 03
MUS_DUMMY_854 = 56 03
MUS_DUMMY_855 = 57 03
MUS_DUMMY_856 = 58 03
MUS_DUMMY_857 = 59 03
MUS_DUMMY_858 = 5A 03
MUS_DUMMY_859 = 5B 03
MUS_DUMMY_860 = 5C 03
MUS_DUMMY_861 = 5D 03
MUS_DUMMY_862 = 5E 03
MUS_DUMMY_863 = 5F 03
MUS_DUMMY_864 = 60 03
MUS_DUMMY_865 = 61 03
MUS_DUMMY_866 = 62 03
MUS_DUMMY_867 = 63 03
MUS_DUMMY_868 = 64 03
MUS_DUMMY_869 = 65 03
MUS_DUMMY_870 = 66 03
MUS_DUMMY_871 = 67 03
MUS_DUMMY_872 = 68 03
MUS_DUMMY_873 = 69 03
MUS_DUMMY_874 = 6A 03
MUS_DUMMY_875 = 6B 03
MUS_DUMMY_876 = 6C 03
MUS_DUMMY_877 = 6D 03
MUS_DUMMY_878 = 6E 03
MUS_DUMMY_879 = 6F 03
MUS_DUMMY_880 = 70 03
MUS_DUMMY_881 = 71 03
MUS_DUMMY_882 = 72 03
MUS_DUMMY_883 = 73 03
MUS_DUMMY_884 = 74 03
MUS_DUMMY_885 = 75 03
MUS_DUMMY_886 = 76 03
MUS_DUMMY_887 = 77 03
MUS_DUMMY_888 = 78 03
MUS_DUMMY_889 = 79 03
MUS_DUMMY_890 = 7A 03
MUS_DUMMY_891 = 7B 03
MUS_DUMMY_892 = 7C 03
MUS_DUMMY_893 = 7D 03
MUS_DUMMY_894 = 7E 03
MUS_DUMMY_895 = 7F 03
MUS_DUMMY_896 = 80 03
MUS_DUMMY_897 = 81 03
MUS_DUMMY_898 = 82 03
MUS_DUMMY_899 = 83 03
MUS_DUMMY_900 = 84 03
MUS_DUMMY_901 = 85 03
MUS_DUMMY_902 = 86 03
MUS_DUMMY_903 = 87 03
MUS_DUMMY_904 = 88 03
MUS_DUMMY_905 = 89 03
MUS_DUMMY_906 = 8A 03
MUS_DUMMY_907 = 8B 03
MUS_DUMMY_908 = 8C 03
MUS_DUMMY_909 = 8D 03
MUS_DUMMY_910 = 8E 03
MUS_DUMMY_911 = 8F 03
MUS_DUMMY_912 = 90 03

MUS_KEY_NAGISA_CUT = 91 03
MUS_INSTRUMENT_TEST = 92 03

MUS_THPPAWL_PRIMALSCENE = 93 03
MUS_THPPAWL_REINCARNATION = 94 03
MUS_THPPAWL_CASKETOFSTAR = 95 03
MUS_THPPAWL_PLASTICMIND = 96 03
MUS_THPPAWL_EXTENDASH = 97 03
MUS_THPPAWL_ANCIENTTEMPLE = 98 03
MUS_THPPAWL_KAGOME = 99 03

MUS_THPPRF_MAIDENCAPRICCIO_A = 9A 03
MUS_THPPRF_TRUEADMINISTRATOR = 9B 03
MUS_THPPRF_367 = 9C 03
MUS_THPPRF_368 = 9D 03
MUS_THPPRF_LOVECONSULTATION_A = 9E 03 
MUS_THPPRF_LITTLEPRINCESS = 9F 03
MUS_THPPRF_MARITHEMAGICIAN = A0 03
MUS_THPPRF_372 = A1 03
MUS_THPPRF_NECROFANTASIA_A = A2 03
MUS_THPPRF_374 = A3 03
MUS_THPPRF_GIRLSSEALINGCLUB = A4 03
MUS_THPPRF_FORESTOFTOHNO = A5 03
MUS_THPPRF_YOUKAISPACETRAVEL = A6 03
MUS_THPPRF_FARSIDEOFTHEMOON = A7 03
MUS_THPPRF_LEGENDOFTOHNO = A8 03
MUS_THPPRF_SOULASRED = A9 03
MUS_THPPRF_SERAPHICCHIKEN = AA 03
MUS_THPPRF_LASTOCCULTISM = AB 03
MUS_THPPRF_MAIDENCAPRICCIO_B = AC 03
MUS_THPPRF_HARTMANNSYOUKAI = AD 03
MUS_THPPRF_NATIVEFAITH = AE 03
MUS_THPPRF_UNKNOWNWASHER = AF 03
MUS_THPPRF_DREAMBATTLE = B0 03
MUS_THPPRF_BADAPPLE = B1 03
MUS_THPPRF_NECROFANTASIA_B = B2 03
MUS_THPPRF_GROUNDSCOLORISYELLOW = B3 03
MUS_THPPRF_WONDERFULHEAVEN = B4 03
MUS_THPPRF_ONIISLAND = B5 03
MUS_THPPRF_BORDEROFLIFE = B6 03
MUS_THPPRF_394 = B7 03
MUS_THPPRF_PHANTOMENSEMBLE = B8 03
MUS_THPPRF_NECROFANTASIA_C = B9 03
MUS_THPPRF_STALKTHENIGHT = BA 03
MUS_THPPRF_398 = BB 03
MUS_THPPRF_SEPTETTE = BC 03
MUS_THPPRF_REDANDWHITE = BD 03
MUS_THPPRF_PKMN_SM_VS_E4 = BE 03
MUS_THPPRF_LOVECONSULTATION_B = BF 03
MUS_THPPRF_EASYGOINGEGOIST = C0 03
MUS_THPPRF_INFINITYBEING = C1 03
MUS_THPPRF_REVERSEIDEOLOGY = C2 03
MUS_THPPRF_406 = C3 03
MUS_THPPRF_FLAWLESSCLOTHING = C4 03
MUS_THPPRF_408 = C5 03
MUS_THPPRF_SHINKIROU = C6 03
MUS_THPPRF_ANTIMONYTITLE = C7 03
MUS_THPPRF_INNOCENTTREASURES = C8 03
MUS_THPPRF_412 = C9 03
MUS_THPPRF_DARKPEGASUS = CA 03
MUS_THPPRF_IDOLATRIZEWORLD = CB 03
MUS_THPPRF_BELOVEDTOMBOYISHGIRL = CC 03
MUS_THPPRF_GENSOKYOGODSLOVED = CD 03
MUS_THPPRF_UNKNOWNX = CE 03
MUS_THPPRF_SKYOFTHESCARLETPERCEPTION = CF 03
MUS_THPPRF_HIDDENSTAR = D0 03
MUS_THPPRF_HEIANALIEN = D1 03
MUS_THPPRF_DEAFTOALL = D2 03
MUS_THPPRF_PUREFURIES = D3 03
MUS_THPPRF_CUTEDEVILINNOCENCE = D4 03
MUS_THPPRF_PKMN_BW2_VS_IRIS = D5 03
MUS_THPPRF_WHITEFLAGUSA = D6 03
MUS_THPPRF_426 = D7 03
MUS_THPPRF_MEMENTOOFALLORGANISM = D8 03
MUS_THPPRF_URBANLEGENDS = D9 03
MUS_THPPRF_IMMEMORIALMARKETEER = DA 03

MUS_PC_GBA2_DANZENFWPCMH = DB 03
MUS_PC_GBA2_001 = DC 03
MUS_PC_GBA2_002 = DD 03
MUS_PC_GBA2_003 = DE 03
MUS_PC_GBA2_004 = DF 03
MUS_PC_GBA2_005 = E0 03
MUS_PC_GBA2_006 = E1 03
MUS_PC_GBA2_007 = E2 03
MUS_PC_GBA2_008 = E3 03
MUS_PC_GBA2_009 = E4 03
MUS_PC_GBA2_012 = E5 03
MUS_PC_GBA2_013 = E6 03
MUS_PC_GBA2_014 = E7 03
MUS_PC_GBA2_015 = E8 03
MUS_PC_GBA2_016 = E9 03
MUS_PC_GBA2_017 = EA 03
MUS_PC_GBA2_018 = EB 03
MUS_PC_GBA2_019 = EC 03
MUS_PC_GBA2_020 = ED 03
MUS_PC_GBA2_021 = EE 03
MUS_PC_GBA2_023 = EF 03
VO_PC_GBA2_DUALAURAWAVE = F0 03
VO_PC_GBA2_CUREBLACK = F1 03
VO_PC_GBA2_CUREWHITE = F2 03
VO_PC_GBA2_SHININGSTREAM = F3 03
VO_PC_GBA2_SHINYLUMINOUS = F4 03
VO_PC_GBA2_EXTREME = F5 03
VO_PC_GBA2_LUMINARIO = F6 03

MUS_PKMN_GSC_CAVES = F7 03
MUS_PKMN_GSC_CHERRYGROVE = F8 03
MUS_PKMN_GSC_CYCLING = F9 03
MUS_PKMN_GSC_ECRUTEAK = FA 03
MUS_PKMN_GSC_ELMLAB = FB 03
MUS_PKMN_GSC_EXITSILVER = FC 03
MUS_PKMN_GSC_GOLDENROD = FD 03
MUS_PKMN_GSC_GYM = FE 03
MUS_PKMN_GSC_ICEPATH = FF 03
MUS_PKMN_GSC_LEAGUE = 00 04
MUS_PKMN_GSC_LIGHTHOUSE = 01 04
MUS_PKMN_GSC_MEETSILVER = 02 04
MUS_PKMN_GSC_NEWBARK = 03 04
MUS_PKMN_GSC_PARK = 04 04
MUS_PKMN_GSC_POKEMONCENTER = 05 04
MUS_PKMN_GSC_ROCKETBASE = 06 04
MUS_PKMN_GSC_ROUTE29 = 07 04
MUS_PKMN_GSC_ROUTE30 = 08 04
MUS_PKMN_GSC_ROUTE34 = 09 04
MUS_PKMN_GSC_ROUTE38 = 0A 04
MUS_PKMN_GSC_SURFING = 0B 04
MUS_PKMN_GSC_TOWER1 = 0C 04
MUS_PKMN_GSC_TOWER2 = 0D 04
MUS_PKMN_GSC_VERMILION = 0E 04
MUS_PKMN_GSC_VIRIDIAN = 0F 04
MUS_PKMN_GSC_VS_GYMLEADER = 10 04
MUS_PKMN_GSC_VS_ROCKET = 11 04
MUS_PKMN_GSC_VS_SILVER = 12 04
MUS_PKMN_GSC_VS_TRAINER = 13 04
MUS_PKMN_GSC_VS_WILD1 = 14 04
MUS_PKMN_GSC_VS_WILD2 = 15 04

MUS_PC_DS1FWPCMH_SEQ_BGM01 = 16 04
MUS_PC_DS1FWPCMH_SEQ_BGM02 = 17 04
MUS_PC_DS1FWPCMH_SEQ_BGM03 = 18 04
MUS_PC_DS1FWPCMH_SEQ_BGM04 = 19 04
MUS_PC_DS1FWPCMH_SEQ_BGM05 = 1A 04
MUS_PC_DS1FWPCMH_SEQ_BGM06 = 1B 04
MUS_PC_DS1FWPCMH_SEQ_BGM07 = 1C 04
MUS_PC_DS1FWPCMH_SEQ_BGM08 = 1D 04
MUS_PC_DS1FWPCMH_SEQ_BGM09 = 1E 04
MUS_PC_DS1FWPCMH_SEQ_BGM10 = 1F 04
MUS_PC_DS1FWPCMH_SEQ_BGM11 = 20 04
MUS_PC_DS1FWPCMH_SEQ_BGM12 = 21 04
MUS_PC_DS1FWPCMH_SEQ_BGM13 = 22 04
MUS_PC_DS1FWPCMH_SEQ_BGM14 = 23 04
MUS_PC_DS1FWPCMH_SEQ_BGM15 = 24 04
MUS_PC_DS1FWPCMH_SEQ_BGM16 = 25 04
MUS_PC_DS1FWPCMH_SEQ_BGM17 = 26 04
MUS_PC_DS1FWPCMH_SEQ_BGM18 = 27 04
MUS_PC_DS1FWPCMH_SEQ_BGM19 = 28 04
MUS_PC_DS1FWPCMH_SEQ_BGM20 = 29 04
MUS_PC_DS1FWPCMH_SEQ_BGM21 = 2A 04
MUS_PC_DS1FWPCMH_SEQ_BGM22 = 2B 04

MUS_PC_DS2FWPCSS_BGM_ARTS = 2C 04
MUS_PC_DS2FWPCSS_BGM_ARTS_02 = 2D 04
MUS_PC_DS2FWPCSS_BGM_BATTLE_01 = 2E 04
MUS_PC_DS2FWPCSS_BGM_BATTLE_02 = 2F 04
MUS_PC_DS2FWPCSS_BGM_CHANGE = 30 04
MUS_PC_DS2FWPCSS_BGM_ED = 31 04
MUS_PC_DS2FWPCSS_BGM_MAP_01 = 32 04
MUS_PC_DS2FWPCSS_BGM_MAP_02 = 33 04
MUS_PC_DS2FWPCSS_BGM_MAP_03 = 34 04
MUS_PC_DS2FWPCSS_BGM_MAP_04 = 35 04
MUS_PC_DS2FWPCSS_BGM_MENU = 36 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_01 = 37 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_02 = 38 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_03 = 39 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_04 = 3A 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_05 = 3B 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_06 = 3C 04
MUS_PC_DS2FWPCSS_BGM_MINIGAME_07 = 3D 04
MUS_PC_DS2FWPCSS_BGM_RESULT = 3E 04
MUS_PC_DS2FWPCSS_BGM_STORY_01 = 3F 04
MUS_PC_DS2FWPCSS_BGM_STORY_02 = 40 04
MUS_PC_DS2FWPCSS_BGM_STORY_03 = 41 04
MUS_PC_DS2FWPCSS_BGM_STORY_04 = 42 04
MUS_PC_DS2FWPCSS_BGM_STORY_05 = 43 04
MUS_PC_DS2FWPCSS_BGM_TITLE = 44 04
MUS_PC_DS2FWPCSS_JGL_SUBTITLE = 45 04

MUS_PC_DS3PC5_SEQ_PRICURE01 = 46 04
MUS_PC_DS3PC5_SEQ_PRICURE02 = 47 04
MUS_PC_DS3PC5_SEQ_PRICURE03 = 48 04
MUS_PC_DS3PC5_SEQ_PRICURE04 = 49 04
MUS_PC_DS3PC5_SEQ_PRICURE06 = 4A 04
MUS_PC_DS3PC5_SEQ_PRICURE07 = 4B 04
MUS_PC_DS3PC5_SEQ_PRICURE08 = 4C 04
MUS_PC_DS3PC5_SEQ_PRICURE09 = 4D 04
MUS_PC_DS3PC5_SEQ_PRICURE11 = 4E 04
